code,learning_area_code,learning_area,level,component_code,component,strand_code,strand,content
SCI3-MAT-PRO-2,SCI,Science,3,MAT,Material World,PRO-2,Properties and changes of matter,Compare chemical and physical changes.
SCI3-MAT-CHE,SCI,Science,3,MAT,Material World,CHE,Chemistry and society,"Relate the observed, characteristic chemical and physical properties of a range of different materials to technological uses and natural processes."
SCI4-NAT-UND-1,SCI,Science,4,NAT,Nature of Science,UND-1,Understanding about science,Appreciate that science is a way of explaining the world and that science knowledge changes over time.
SCI4-NAT-UND-2,SCI,Science,4,NAT,Nature of Science,UND-2,Understanding about science,Identify ways in which scientists work together and provide evidence to support their ideas.
SCI4-NAT-INV-1,SCI,Science,4,NAT,Nature of Science,INV-1,Investigating in science,"Build on prior experiences, working together to share and examine their own and others’ knowledge."
SCI4-NAT-INV-2,SCI,Science,4,NAT,Nature of Science,INV-2,Investigating in science,"Ask questions, find evidence, explore simple models, and carry out appropriate investigations to develop simple explanations."
SCI4-NAT-COM-1,SCI,Science,4,NAT,Nature of Science,COM-1,Communicating in science,"Begin to use a range of scientific symbols, conventions, and vocabulary."
SCI4-NAT-COM-2,SCI,Science,4,NAT,Nature of Science,COM-2,Communicating in science,Engage with a range of science texts and begin to question the purposes for which these texts are constructed.
SCI4-NAT-PAR-1,SCI,Science,4,NAT,Nature of Science,PAR-1,Participating and contributing,Use their growing science knowledge when considering issues of concern to them.
SCI4-NAT-PAR-2,SCI,Science,4,NAT,Nature of Science,PAR-2,Participating and contributing,Explore various aspects of an issue and make decisions about possible actions.
SCI4-LIV-LIF,SCI,Science,4,LIV,Living World,LIF,Life processes,Recognise that there are life processes common to all living things and that these occur in different ways.
SCI4-LIV-ECO,SCI,Science,4,LIV,Living World,ECO,Ecology,"Explain how living things are suited to their particular habitat and how they respond to environmental changes, both natural and human-induced."
SCI4-LIV-EVO-1,SCI,Science,4,LIV,Living World,EVO-1,Evolution,"Begin to group plants, animals, and other living things into science-based classifications."
SCI4-LIV-EVO-2,SCI,Science,4,LIV,Living World,EVO-2,Evolution,Explore how the groups of living things we have in the world have changed over long periods of time and appreciate that some living things in New Zealand are quite different from living things in other areas of the world.
SCI4-PLA-EAR,SCI,Science,4,PLA,Planet Earth and Beyond,EAR,Earth systems,"Develop an understanding that water, air, rocks and soil, and life forms make up our planet and recognise that these are also Earth’s resources."
SCI4-PLA-INT,SCI,Science,4,PLA,Planet Earth and Beyond,INT,Interacting systems,"Investigate the water cycle and its effect on climate, landforms, and life."
SCI4-PLA-AST,SCI,Science,4,PLA,Planet Earth and Beyond,AST,Astronomical systems,"Investigate the components of the solar system, developing an appreciation of the distances between them."
SCI4-PHY-INQ,SCI,Science,4,PHY,Physical World,INQ,Physical inquiry and physics concepts,"Explore, describe, and represent patterns and trends for everyday examples of physical phenomena, such as movement, forces, electricity and magnetism, light, sound, waves, and heat. For example, identify and describe the effect of forces (contact and non-contact) on the motion of objects; identify and describe everyday examples of sources of energy, forms of energy, and energy transformations."
SCI4-MAT-PRO-1,SCI,Science,4,MAT,Material World,PRO-1,Properties and changes of matter,"Group materials in different ways, based on the observations and measurements of the characteristic chemical and physical properties of a range of different materials."
SCI4-MAT-PRO-2,SCI,Science,4,MAT,Material World,PRO-2,Properties and changes of matter,Compare chemical and physical changes.
SCI4-MAT-STR,SCI,Science,4,MAT,Material World,STR,The structure of matter,Begin to develop an understanding of the particle nature of matter and use this to explain observed changes.
SCI4-MAT-CHE,SCI,Science,4,MAT,Material World,CHE,Chemistry and society,"Relate the observed, characteristic chemical and physical properties of a range of different materials to technological uses and natural processes."
SCI5-NAT-UND,SCI,Science,5,NAT,Nature of Science,UND,Understanding about science,Understand that scientists’ investigations are informed by current scientific theories and aim to collect evidence that will be interpreted through processes of logical argument.
SCI5-NAT-INV-1,SCI,Science,5,NAT,Nature of Science,INV-1,Investigating in science,"Develop and carry out more complex investigations, including using models."
SCI5-NAT-INV-2,SCI,Science,5,NAT,Nature of Science,INV-2,Investigating in science,"Show an increasing awareness of the complexity of working scientifically, including recognition of multiple variables."
SCI5-NAT-INV-3,SCI,Science,5,NAT,Nature of Science,INV-3,Investigating in science,Begin to evaluate the suitability of the investigative methods chosen.
SCI5-NAT-COM-1,SCI,Science,5,NAT,Nature of Science,COM-1,Communicating in science,"Use a wider range of science vocabulary, symbols, and conventions."
SCI5-NAT-COM-2,SCI,Science,5,NAT,Nature of Science,COM-2,Communicating in science,Apply their understandings of science to evaluate both popular and scientific texts (including visual and numerical literacy).
SCI5-NAT-PAR,SCI,Science,5,NAT,Nature of Science,PAR,Participating and contributing,Develop an understanding of socio-scientific issues by gathering relevant scientific information in order to draw evidence-based conclusions and to take action where appropriate.
SCI5-NAT-LIF-1,SCI,Science,5,NAT,Living World,LIF-1,Life processes,Identify the key structural features and functions involved in the life processes of plants and animals.
SCI5-NAT-LIF-2,SCI,Science,5,NAT,Living World,LIF-2,Life processes,Describe the organisation of life at the cellular level.
SCI5-NAT-ECO,SCI,Science,5,NAT,Living World,ECO,Ecology,Investigate the interdependence of living things (including humans) in an ecosystem.
SCI5-NAT-EVO,SCI,Science,5,NAT,Living World,EVO,Evolution,Describe the basic processes by which genetic information is passed from one generation to the next.
SCI5-PLA-EAR,SCI,Science,5,PLA,Planet Earth and Beyond,EAR,Earth systems,"Investigate the composition, structure, and features of the geosphere, hydrosphere, and atmosphere."
SCI5-PLA-INT,SCI,Science,5,PLA,Planet Earth and Beyond,INT,Interacting systems,"Investigate how heat from the Sun, the Earth, and human activities is distributed around Earth by the geosphere, hydrosphere, and atmosphere."
SCI5-PLA-AST,SCI,Science,5,PLA,Planet Earth and Beyond,AST,Astronomical systems,"Investigate the conditions on the planets and their moons, and the factors affecting them."
SCI5-PHY-INQ,SCI,Science,5,PHY,Physical World,INQ,Physical inquiry and physics concepts,"Identify and describe the patterns associated with physical phenomena found in simple everyday situations involving movement, forces, electricity and magnetism, light, sound, waves, and heat. For example, identify and describe energy changes and conservation of energy, simple electrical circuits, and the effect of contact and non-contact on the motion of objects."
SCI5-PHY-PHY,SCI,Science,5,PHY,Physical World,PHY,Using physics,Explore a technological or biological application of physics.
SCI5-MAT-PRO-1,SCI,Science,5,MAT,Material World,PRO-1,Properties and changes of matter,"Investigate the chemical and physical properties of different groups of substances, for example, acids and bases, fuels, and metals."
SCI5-MAT-PRO-2,SCI,Science,5,MAT,Material World,PRO-2,Properties and changes of matter,Distinguish between pure substances and mixtures and between elements and compounds.
SCI5-MAT-STR-1,SCI,Science,5,MAT,Material World,STR-1,The structure of matter,Describe the structure of the atoms of different elements.
SCI5-MAT-STR-2,SCI,Science,5,MAT,Material World,STR-2,The structure of matter,"Distinguish between an element and a compound, a pure substance and a mixture at particle level."
SCI5-MAT-CHE,SCI,Science,5,MAT,Material World,CHE,Chemistry and society,Link the properties of different groups of substances to the way they are used in society or occur in nature.
SCI6-NAT-UND,SCI,Science,6,NAT,Nature of Science,UND,Understanding about science,Understand that scientists’ investigations are informed by current scientific theories and aim to collect evidence that will be interpreted through processes of logical argument.
